layers   MSEtrain  MSEtest
1 0.0030477390093384244 0.023088926588300345
2 0.001594238497452447 0.009413675815639549
3 0.0013994429710518566 0.006938703316039686
4 0.0011463737628934765 0.00512303709485536
5 0.001177948981582295 0.005003015993544454
6 0.0010457500421374567 0.0036328528652565047
7 0.0011366190649183846 0.003650476578403931
8 0.0014188196430468198 0.00459679305243044
9 0.0010705549290419092 0.003525219341918536
10 0.000769040588085137 0.0027063143483076206
