eta   MSEtrain  MSEtest
1 0.039372023188567175 0.04272129520948618
5 0.03695663883194317 0.0383705764512994
10 0.03566801142139862 0.03775271864683428
15 0.03729847724810512 0.040764957512380344
20 0.03904106907704068 0.04225393961158505
30 0.04372560652526277 0.046987672305272954
45 0.05035576513472739 0.05285985381859282
60 0.056541279014900046 0.05930483048595264
90 0.06678109385679624 0.06945850954330182
