eta   MSEtrain  MSEtest
1 0.11312836237289807 0.11423992308099633
5 0.10389111596828746 0.1052275527332603
10 0.10307641221580777 0.10433653307904493
15 0.10349369101120025 0.10528563256310844
20 0.10386103284527537 0.10504697160823298
30 0.1048147164608216 0.10636372842345487
45 0.10426614953013506 0.10560982940089683
60 0.10494019870664884 0.10659786467154213
90 0.10705758971398298 0.10851736064491228
