eta   R2train  R2test
1 0.8868269980122389 0.8854302961769676
5 0.8960814656183598 0.8943904874758417
10 0.8968922473020724 0.8953041825973154
15 0.8964766773768889 0.8943239173356374
20 0.896110314020334 0.8945687442177528
30 0.8951541380361249 0.8932666592168703
45 0.8957064160345694 0.8939868452200773
60 0.8950283141126747 0.8930381201847419
90 0.8929128385843754 0.89108570414659
