eta   R2train  R2test
1 0.969134240535564 0.9652195293685448
5 0.9713976942895677 0.9696594574243784
10 0.9725746904619645 0.9701535948197453
15 0.9702879386732934 0.9661669089712159
20 0.9681969880294465 0.9642204828168988
30 0.9625375664614607 0.958577396953288
45 0.9545886803329102 0.951488830471139
60 0.9474127629105691 0.9440205768956437
90 0.9360576335316976 0.9326969626064058
