eta   MSEtrain  MSEtest
1 0.03086058150707436 0.034661083312713954
5 0.028591667405942385 0.030208149478611356
10 0.027416688820513502 0.029689295211574346
15 0.02970190821551947 0.03367647260654531
20 0.031793788929618795 0.03558980294760017
30 0.03745105783127826 0.041196938843369425
45 0.04539795555498763 0.04821465254712341
60 0.05257039601038729 0.055647827656260675
90 0.06392182282877815 0.06690711327397297
