eta   R2train  R2test
1 0.9691465349780699 0.9652232185755173
5 0.9716005220359435 0.9698036833305471
10 0.9730487460651569 0.9705941820744677
15 0.9708732983056134 0.9666850730784832
20 0.9688414836556895 0.9647883828874051
30 0.9631480136215457 0.9591256060978489
45 0.9550860505729617 0.9519464605921601
60 0.9478099072787737 0.9443771710559927
90 0.9363414297765091 0.932941654569458
